date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:09	32831/32831	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20May%202020%2014:49:49%20GMT	https://preview.colorlib.com/theme/counselor/index.html	D:/CT3%20Business/preview.colorlib.com/theme/counselor/index.html	(from )
17:12:10	34/34	---MCZ	200	added ('OK')	text/plain	etag:W/%22e-5c01b2e3a6ac3-br%22	https://preview.colorlib.com/robots.txt		(from )
17:12:10	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	D:/CT3%20Business/stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://preview.colorlib.com/theme/counselor/index.html)
17:12:10	54127/54127	---M-Z	200	added ('OK')	text/css	etag:%22d36f-5c1f9b42af252-gzip%22	https://preview.colorlib.com/theme/counselor/css/animate.css	D:/CT3%20Business/preview.colorlib.com/theme/counselor/css/animate.css	(from https://preview.colorlib.com/theme/counselor/index.html)
17:12:11	3336/3336	---M-Z	200	added ('OK')	text/css	etag:%22d08-5c1f9b42af252-gzip%22	https://preview.colorlib.com/theme/counselor/css/owl.carousel.min.css	D:/CT3%20Business/preview.colorlib.com/theme/counselor/css/owl.carousel.min.css	(from https://preview.colorlib.com/theme/counselor/index.html)
17:12:11	89/89	---M-Z	200	added ('OK')	text/css	etag:%2259-5c1f9b42af252-gzip%22	https://preview.colorlib.com/theme/counselor/css/owl.theme.default.min.css	D:/CT3%20Business/preview.colorlib.com/theme/counselor/css/owl.theme.default.min.css	(from https://preview.colorlib.com/theme/counselor/index.html)
17:12:11	4212/4212	---M-Z	200	added ('OK')	text/css	etag:%221074-5c1f9b42af252-gzip%22	https://preview.colorlib.com/theme/counselor/css/magnific-popup.css	D:/CT3%20Business/preview.colorlib.com/theme/counselor/css/magnific-popup.css	(from https://preview.colorlib.com/theme/counselor/index.html)
17:12:12	1310/1310	---M-Z	200	added ('OK')	text/css	etag:%2251e-5c1f9b42af252-gzip%22	https://preview.colorlib.com/theme/counselor/css/flaticon.css	D:/CT3%20Business/preview.colorlib.com/theme/counselor/css/flaticon.css	(from https://preview.colorlib.com/theme/counselor/index.html)
17:12:12	79446/79446	---M-Z	200	added ('OK')	text/css	etag:%2213656-5c1f9b42b01f2-gzip%22	https://preview.colorlib.com/theme/counselor/css/style.css	D:/CT3%20Business/preview.colorlib.com/theme/counselor/css/style.css	(from https://preview.colorlib.com/theme/counselor/index.html)
17:12:12	20844/20844	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20May%202020%2014:49:45%20GMT	https://preview.colorlib.com/theme/counselor/about.html	D:/CT3%20Business/preview.colorlib.com/theme/counselor/about.html	(from https://preview.colorlib.com/theme/counselor/index.html)
17:12:13	23566/23566	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20May%202020%2014:49:48%20GMT	https://preview.colorlib.com/theme/counselor/counselor.html	D:/CT3%20Business/preview.colorlib.com/theme/counselor/counselor.html	(from https://preview.colorlib.com/theme/counselor/index.html)
17:12:13	16304/16304	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20May%202020%2014:49:50%20GMT	https://preview.colorlib.com/theme/counselor/services.html	D:/CT3%20Business/preview.colorlib.com/theme/counselor/services.html	(from https://preview.colorlib.com/theme/counselor/index.html)
